candidate_name,accepted,proposer,round,quality_total,composite_risk_score,risk_band,margin_to_review,margin_to_reject,nearest_match,pronounceability,syllables,failure_codes,warning_codes,refined_from,lineage,q_distinctiveness,q_novelty,q_pronounceability,q_seam,q_morpheme_hygiene,q_shape,q_typicality,sweep_target,target_type,target_stem,difficulty,in_shortlist,q_stem_avoidance,q_memorability
fituropril,True,grammar,1,62.65,63.17,moderate,-8.17,6.83,fipronil,0.7107,4,,SIMILARITY_MODERATE,,fituropril,0.0,0.733,0.924,1.0,1.0,0.998,0.009,ACE inhibitor,generic,-pril,roomy,False,,
pefmidepril,True,grammar,1,62.74,59.88,moderate,-4.88,10.12,perindoprilat,0.6269,4,,SIMILARITY_MODERATE,,pefmidepril,0.0,0.771,0.9,1.0,1.0,0.952,0.028,ACE inhibitor,generic,-pril,roomy,False,,
cixapril,False,grammar,1,65.47,71.7,high,-16.7,-1.7,dicapryl,0.6358,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,cixapril,0.0,1.0,0.899,1.0,1.0,0.787,0.001,ACE inhibitor,generic,-pril,roomy,False,,
dintupril,True,grammar,1,59.47,69.12,moderate,-14.12,0.88,brinsupri,0.6418,3,,SIMILARITY_MODERATE,,dintupril,0.0,0.68,0.874,1.0,1.0,0.858,0.006,ACE inhibitor,generic,-pril,roomy,False,,
gixepril,True,grammar,1,65.46,64.43,moderate,-9.43,5.57,zipeprol,0.6065,3,,SIMILARITY_MODERATE,,gixepril,0.0,1.0,0.899,1.0,1.0,0.787,0.0,ACE inhibitor,generic,-pril,roomy,True,,
cunempapril,True,grammar,1,63.05,54.48,low,0.52,15.52,temaril,0.6224,4,,,,cunempapril,0.021,0.771,0.9,1.0,1.0,0.952,0.0,ACE inhibitor,generic,-pril,roomy,False,,
efelapril,False,grammar,1,61.37,67.4,moderate,-12.4,2.6,enalaprilat,0.6463,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,efelapril,0.0,0.68,0.924,1.0,1.0,0.983,0.0,ACE inhibitor,generic,-pril,roomy,False,,
cevodripril,True,grammar,1,60.85,60.85,moderate,-5.85,9.15,ceftobiprole,0.633,4,,SIMILARITY_MODERATE,,cevodripril,0.0,0.771,0.779,1.0,1.0,0.952,0.0,ACE inhibitor,generic,-pril,roomy,False,,
larmobipril,True,grammar,1,62.55,57.71,moderate,-2.71,12.29,gabitril,0.6407,4,,SIMILARITY_MODERATE,,larmobipril,0.0,0.771,0.9,1.0,1.0,0.952,0.001,ACE inhibitor,generic,-pril,roomy,False,,
covuipril,True,grammar,1,66.17,60.79,moderate,-5.79,9.21,conjupri,0.6028,3,,SIMILARITY_MODERATE,,covuipril,0.0,1.0,0.899,1.0,1.0,0.858,0.0,ACE inhibitor,generic,-pril,roomy,True,,
utipril,False,grammar,1,64.44,71.74,high,-16.74,-1.74,uniprim,0.6194,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,utipril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
erapril,True,grammar,1,67.01,67.74,moderate,-12.74,2.26,daraprim,0.7103,3,,SIMILARITY_MODERATE,,erapril,0.0,1.0,0.899,1.0,1.0,0.685,0.367,ACE inhibitor,generic,-pril,roomy,True,,
toapopril,False,grammar,1,67.78,58.61,moderate,-3.61,11.39,toprol,0.6032,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,toapopril,0.0,1.0,0.924,1.0,1.0,0.983,0.001,ACE inhibitor,generic,-pril,roomy,False,,
ropentopril,True,ngram_guided,1,48.82,64.3,moderate,-9.3,5.7,propentofylline,0.7932,4,,SIMILARITY_MODERATE,,ropentopril,0.0,0.15,0.9,1.0,0.53,0.952,0.889,ACE inhibitor,generic,-pril,roomy,False,,
bicpril,False,ngram_guided,1,61.23,74.38,high,-19.38,-4.38,dicapryl,0.6016,2,SIMILARITY_TOO_HIGH,,,bicpril,0.0,1.0,0.737,1.0,1.0,0.466,0.177,ACE inhibitor,generic,-pril,roomy,False,,
carbipril,False,ngram_guided,1,49.7,71.77,high,-16.77,-1.77,carbaryl,0.8542,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,carbipril,0.0,0.45,0.874,1.0,0.53,0.858,0.342,ACE inhibitor,generic,-pril,roomy,False,,
pirlopril,True,ngram_guided,1,65.12,62.91,moderate,-7.91,7.09,aloprim,0.7154,3,,SIMILARITY_MODERATE,,pirlopril,0.0,0.68,0.874,1.0,1.0,0.858,0.814,ACE inhibitor,generic,-pril,roomy,True,,
trandopril,False,ngram_guided,1,51.86,76.35,high,-21.35,-6.35,trandolapril,0.8576,3,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,trandopril,0.0,0.3,0.704,1.0,1.0,0.873,0.325,ACE inhibitor,generic,-pril,roomy,False,,
spesopril,True,ngram_guided,1,56.14,62.52,moderate,-7.52,7.48,zestril,0.7154,3,,SIMILARITY_MODERATE,,spesopril,0.0,0.45,0.728,1.0,1.0,0.858,0.48,ACE inhibitor,generic,-pril,roomy,False,,
obelidrpril,True,ngram_guided,1,52.62,55.25,moderate,-0.25,14.75,perindoprilat,0.5146,4,,SIMILARITY_MODERATE,,obelidrpril,0.0,0.564,0.67,0.65,1.0,0.952,0.083,ACE inhibitor,generic,-pril,roomy,False,,
eplicpril,True,ngram_guided,1,53.23,59.92,moderate,-4.92,10.08,pulicaris,0.6019,3,,SIMILARITY_MODERATE,,eplicpril,0.0,0.45,0.642,1.0,1.0,0.858,0.238,ACE inhibitor,generic,-pril,roomy,False,,
bevabepril,False,ngram_guided,1,59.47,66.85,moderate,-11.85,3.15,benazepril,0.6231,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,bevabepril,0.0,0.517,0.924,1.0,1.0,0.998,0.173,ACE inhibitor,generic,-pril,roomy,False,,
chlorpril,True,ngram_guided,1,40.82,69.02,moderate,-14.02,0.98,chloraprep,0.8654,2,,SIMILARITY_MODERATE,,chlorpril,0.0,0.45,0.475,1.0,0.53,0.639,0.187,ACE inhibitor,generic,-pril,roomy,False,,
moexidpril,False,ngram_guided,1,62.04,85.61,high,-30.61,-15.61,moexipril,0.6147,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,moexidpril,0.0,0.517,0.813,1.0,1.0,0.998,0.764,ACE inhibitor,generic,-pril,roomy,False,,
difetpril,True,ngram_guided,1,60.07,66.16,moderate,-11.16,3.84,dicetyl,0.6043,3,,SIMILARITY_MODERATE,,difetpril,0.0,0.45,0.788,1.0,1.0,0.858,0.923,ACE inhibitor,generic,-pril,roomy,False,,
dicarfilpril,True,ngram_guided,1,51.91,64.26,moderate,-9.26,5.74,ticarcillin,0.6631,4,,SIMILARITY_MODERATE,,dicarfilpril,0.0,0.4,0.813,1.0,0.53,0.862,0.919,ACE inhibitor,generic,-pril,roomy,False,,
ondapril,False,ngram_guided,1,58.2,68.73,moderate,-13.73,1.27,addaprin,0.6285,3,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,ondapril,0.0,0.6,0.874,1.0,1.0,0.787,0.155,ACE inhibitor,generic,-pril,roomy,False,,
sulfapril,False,ngram_guided,1,53.09,81.72,high,-26.72,-11.72,sulfatrim,0.8949,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,sulfapril,0.0,0.45,0.874,1.0,0.53,0.858,0.827,ACE inhibitor,generic,-pril,roomy,False,,
pimadalopril,True,ngram_guided,1,67.77,69.61,moderate,-14.61,0.39,imidacloprid,0.6726,5,,SIMILARITY_MODERATE,,pimadalopril,0.0,0.8,0.94,1.0,1.0,0.731,0.902,ACE inhibitor,generic,-pril,roomy,True,,
saprpril,True,ngram_guided,1,45.31,64.34,moderate,-9.34,5.66,sapropterin,0.5349,2,,SIMILARITY_MODERATE,,saprpril,0.0,0.6,0.519,0.45,1.0,0.568,0.045,ACE inhibitor,generic,-pril,roomy,False,,
capsaipril,False,ngram_guided,1,58.14,69.03,moderate,-14.03,0.97,capsaicin,0.6181,3,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,capsaipril,0.0,0.3,0.874,1.0,1.0,0.873,0.881,ACE inhibitor,generic,-pril,roomy,False,,
flupril,True,ngram_guided,1,60.56,66.85,moderate,-11.85,3.15,fluriso,0.8231,2,,SIMILARITY_MODERATE,,flupril,0.0,1.0,0.673,1.0,1.0,0.466,0.212,ACE inhibitor,generic,-pril,roomy,False,,
levobipril,True,ngram_guided,1,54.34,63.75,moderate,-8.75,6.25,ceftobiprole,0.735,4,,SIMILARITY_MODERATE,,levobipril,0.0,0.517,0.924,1.0,0.53,0.998,0.515,ACE inhibitor,generic,-pril,roomy,False,,
abeparapril,True,ngram_guided,1,59.84,62.1,moderate,-7.1,7.9,daraprim,0.6922,5,,SIMILARITY_MODERATE,,abeparapril,0.0,0.357,0.94,1.0,1.0,0.821,0.905,ACE inhibitor,generic,-pril,roomy,False,,
bicipril,False,ngram_guided,1,62.58,70.67,high,-15.67,-0.67,dicapryl,0.6967,3,SIMILARITY_TOO_HIGH,,,bicipril,0.0,0.6,0.899,1.0,1.0,0.787,0.732,ACE inhibitor,generic,-pril,roomy,False,,
amitopril,False,ngram_guided,1,63.49,70.33,high,-15.33,-0.33,amidopropyl,0.8164,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,amitopril,0.0,0.45,0.924,1.0,1.0,0.983,0.96,ACE inhibitor,generic,-pril,roomy,False,,
elopril,False,grammar+refined,1,66.38,76.19,high,-21.19,-6.19,aloprim,0.6927,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,elapril,elapril -> elopril,0.0,1.0,0.899,1.0,1.0,0.685,0.277,ACE inhibitor,generic,-pril,roomy,False,,
olopril,False,grammar+refined,1,64.45,75.18,high,-20.18,-5.18,aloprim,0.7042,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,elapril,elapril -> elopril -> olopril,0.0,1.0,0.899,1.0,1.0,0.685,0.001,ACE inhibitor,generic,-pril,roomy,False,,
obopril,True,grammar+refined,1,64.44,66.52,moderate,-11.52,3.48,baytril,0.6483,3,,SIMILARITY_MODERATE,elapril,elapril -> elopril -> olopril -> obopril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
toopopril,True,grammar+refined,1,66.17,60.91,moderate,-5.91,9.09,tocopheryl,0.6177,3,,SIMILARITY_MODERATE,toapopril,toapopril -> toopopril,0.0,1.0,0.899,1.0,1.0,0.858,0.0,ACE inhibitor,generic,-pril,roomy,True,,
cuxapril,True,grammar+refined,1,65.46,69.27,moderate,-14.27,0.73,exaprin,0.6051,3,,SIMILARITY_MODERATE,cixapril,cixapril -> cuxapril,0.0,1.0,0.899,1.0,1.0,0.787,0.0,ACE inhibitor,generic,-pril,roomy,True,,
awapril,False,grammar+refined,1,64.44,71.06,high,-16.06,-1.06,capryl,0.6015,3,SIMILARITY_TOO_HIGH,,adapril,adapril -> awapril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
amapril,False,grammar+refined,1,64.58,74.23,high,-19.23,-4.23,amaryl,0.685,3,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,adapril,adapril -> awapril -> amapril,0.0,1.0,0.899,1.0,1.0,0.685,0.02,ACE inhibitor,generic,-pril,roomy,False,,
amupril,False,grammar+refined,1,64.44,71.14,high,-16.14,-1.14,amprid,0.6363,3,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,adapril,adapril -> awapril -> amapril -> amupril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
udupril,False,grammar+refined,1,64.44,69.81,moderate,-14.81,0.19,isuprel,0.6002,3,TRADEMARK_HIT,SIMILARITY_MODERATE,udapril,udapril -> udupril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
ujupril,False,grammar+refined,1,64.44,70.09,high,-15.09,-0.09,isuprel,0.6132,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,udapril,udapril -> udupril -> ujupril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
utupril,False,grammar+refined,1,64.44,67.11,moderate,-12.11,2.89,isuprel,0.6067,3,TRADEMARK_HIT,SIMILARITY_MODERATE,udapril,udapril -> udupril -> ujupril -> utupril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
adipril,False,grammar+refined,1,64.45,81.82,high,-26.82,-11.82,anipryl,0.7673,3,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,udipril,udipril -> adipril,0.0,1.0,0.899,1.0,1.0,0.685,0.001,ACE inhibitor,generic,-pril,roomy,False,,
adupril,False,grammar+refined,1,64.58,69.07,moderate,-14.07,0.93,isuprel,0.6296,3,TRADEMARK_HIT,SIMILARITY_MODERATE,udipril,udipril -> adipril -> adupril,0.0,1.0,0.899,1.0,1.0,0.685,0.019,ACE inhibitor,generic,-pril,roomy,False,,
arupril,False,grammar+refined,1,64.45,65.83,moderate,-10.83,4.17,isuprel,0.6365,3,TRADEMARK_HIT,SIMILARITY_MODERATE,udipril,udipril -> adipril -> adupril -> arupril,0.0,1.0,0.899,1.0,1.0,0.685,0.001,ACE inhibitor,generic,-pril,roomy,False,,
utapril,False,grammar+refined,1,64.44,73.94,high,-18.94,-3.94,capryl,0.6461,3,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,utipril,utipril -> utapril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
utepril,True,grammar+refined,1,64.44,68.79,moderate,-13.79,1.21,temaril,0.6155,3,,SIMILARITY_MODERATE,utipril,utipril -> utapril -> utepril,0.0,1.0,0.899,1.0,1.0,0.685,0.0,ACE inhibitor,generic,-pril,roomy,False,,
amimopril,False,ngram_guided+refined,1,61.82,71.1,high,-16.1,-1.1,aminopropyl,0.6916,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,amitopril,amitopril -> amimopril,0.0,0.68,0.924,1.0,1.0,0.983,0.065,ACE inhibitor,generic,-pril,roomy,False,,
amemopril,True,ngram_guided+refined,1,61.38,64.17,moderate,-9.17,5.83,aminopropyl,0.6682,4,,SIMILARITY_MODERATE,amitopril,amitopril -> amimopril -> amemopril,0.0,0.68,0.924,1.0,1.0,0.983,0.001,ACE inhibitor,generic,-pril,roomy,False,,
epesartan,False,grammar,1,68.83,68.37,moderate,-13.37,1.63,prexxartan,0.6407,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,epesartan,0.0,1.0,1.0,1.0,1.0,0.983,0.001,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
ziviesartan,False,grammar,1,62.12,59.06,moderate,-4.06,10.94,vitaran,0.604,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,ziviesartan,0.0,0.68,1.0,1.0,1.0,0.952,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
gasaldusartan,True,grammar,1,60.32,55.72,moderate,-0.72,14.28,vadadustat,0.645,5,,SIMILARITY_MODERATE,,gasaldusartan,0.0,0.771,0.975,1.0,1.0,0.624,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
itesartan,False,grammar,1,68.83,67.23,moderate,-12.23,2.77,prexxartan,0.6274,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,itesartan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
udasartan,False,grammar,1,68.83,62.01,moderate,-7.01,7.99,aspartame,0.6082,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,udasartan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
udisartan,False,grammar,1,68.83,63.14,moderate,-8.14,6.86,bistorta,0.6121,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,udisartan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
griozlasartan,True,grammar,1,63.07,58.91,moderate,-3.91,11.09,triclocarban,0.6025,5,,SIMILARITY_MODERATE,,griozlasartan,0.0,1.0,0.845,1.0,1.0,0.624,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,True,,
elasartan,False,grammar,1,75.14,72.18,high,-17.18,-2.18,losortan,0.6794,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,elasartan,0.0,1.0,1.0,1.0,1.0,0.983,0.902,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
maclasartan,False,grammar,1,61.36,63.43,moderate,-8.43,6.57,macrocarpon,0.6708,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,maclasartan,0.0,0.68,0.854,1.0,1.0,0.952,0.183,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
adasartan,False,grammar,1,69.04,62.01,moderate,-7.01,7.99,aspartame,0.6863,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,adasartan,0.0,1.0,1.0,1.0,1.0,0.983,0.03,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
metasartan,False,grammar,1,67.07,65.77,moderate,-10.77,4.23,betaseron,0.8089,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,metasartan,0.0,0.6,1.0,1.0,1.0,0.998,0.87,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
fiturosartan,True,grammar,1,61.04,60.08,moderate,-5.08,9.92,fitusiran,0.6975,5,,SIMILARITY_MODERATE,,fiturosartan,0.0,0.733,1.0,1.0,1.0,0.731,0.009,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
pefmidesartan,False,grammar,1,60.52,58.32,moderate,-3.32,11.68,pemivibart,0.6601,5,TRADEMARK_HIT,SIMILARITY_MODERATE,,pefmidesartan,0.0,0.771,0.975,1.0,1.0,0.624,0.028,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
cixasartan,True,grammar,1,68.99,61.01,moderate,-6.01,8.99,prexxartan,0.6144,4,,SIMILARITY_MODERATE,,cixasartan,0.0,1.0,1.0,1.0,1.0,0.998,0.001,angiotensin II receptor antagonist,generic,-sartan,roomy,True,,
dintusartan,True,grammar,1,61.82,58.52,moderate,-3.52,11.48,minquartia,0.6961,4,,SIMILARITY_MODERATE,,dintusartan,0.0,0.68,0.975,1.0,1.0,0.952,0.006,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
gixesartan,False,grammar,1,68.98,60.89,moderate,-5.89,9.11,prexxartan,0.6026,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,gixesartan,0.0,1.0,1.0,1.0,1.0,0.998,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
ritisartan,True,grammar,1,61.46,66.34,moderate,-11.34,3.66,prexxartan,0.6835,4,,SIMILARITY_MODERATE,,ritisartan,0.0,0.6,1.0,1.0,1.0,0.998,0.068,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
efelasartan,False,grammar,1,60.81,62.08,moderate,-7.08,7.92,losortan,0.6472,5,TRADEMARK_HIT,SIMILARITY_MODERATE,,efelasartan,0.0,0.68,1.0,1.0,1.0,0.821,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
cevodrisartan,True,grammar,1,58.84,60.49,moderate,-5.49,9.51,telotristat,0.6422,5,,SIMILARITY_MODERATE,,cevodrisartan,0.0,0.771,0.869,1.0,1.0,0.624,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
pactosartan,False,grammar,1,62.17,63.74,moderate,-8.74,6.26,prexxartan,0.7922,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,pactosartan,0.0,0.68,0.975,1.0,1.0,0.952,0.056,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
amisartan,False,grammar,1,71.27,65.86,moderate,-10.86,4.14,olmesartran,0.7641,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,amisartan,0.0,1.0,1.0,1.0,1.0,0.983,0.349,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
utisartan,False,grammar,1,68.83,62.48,moderate,-7.48,7.52,ruticarpum,0.6444,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,utisartan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
erasartan,False,grammar,1,71.39,68.13,moderate,-13.13,1.87,prexxartan,0.6889,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,erasartan,0.0,1.0,1.0,1.0,1.0,0.983,0.367,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
abasartan,False,grammar,1,71.89,64.73,moderate,-9.73,5.27,bafiertam,0.6706,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,abasartan,0.0,1.0,1.0,1.0,1.0,0.983,0.437,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
ropentosartan,True,ngram_guided,1,46.6,64.85,moderate,-9.85,5.15,pentostatin,0.8056,5,,SIMILARITY_MODERATE,,ropentosartan,0.0,0.15,0.975,1.0,0.53,0.624,0.889,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
bicsartan,False,ngram_guided,1,68.48,66.64,moderate,-11.64,3.36,bistorta,0.6178,3,TRADEMARK_HIT,SIMILARITY_MODERATE,,bicsartan,0.0,1.0,0.975,1.0,1.0,0.858,0.177,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
carbisartan,False,ngram_guided,1,52.05,68.54,moderate,-13.54,1.46,carbarson,0.8543,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,carbisartan,0.0,0.45,0.975,1.0,0.53,0.952,0.342,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
pirlosartan,False,ngram_guided,1,67.48,72.49,high,-17.49,-2.49,losortan,0.7328,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,pirlosartan,0.0,0.68,0.975,1.0,1.0,0.952,0.814,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
trandosartan,False,ngram_guided,1,53.51,61.98,moderate,-6.98,8.02,candesartan,0.8188,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,trandosartan,0.0,0.3,0.83,1.0,1.0,0.862,0.325,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
spesosartan,False,ngram_guided,1,58.85,62.39,moderate,-7.39,7.61,losortan,0.7057,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,spesosartan,0.0,0.45,0.854,1.0,1.0,0.952,0.48,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
obelidrsartan,True,ngram_guided,1,54.7,55.56,moderate,-0.56,14.44,belinostat,0.611,5,,SIMILARITY_MODERATE,,obelidrsartan,0.0,0.564,0.828,1.0,1.0,0.624,0.083,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
eplicsartan,True,ngram_guided,1,56.81,69.29,moderate,-14.29,0.71,prexxartan,0.6135,4,,SIMILARITY_MODERATE,,eplicsartan,0.0,0.45,0.83,1.0,1.0,0.952,0.238,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
bevabesartan,False,ngram_guided,1,57.86,56.7,moderate,-1.7,13.3,olmesartran,0.6293,5,TRADEMARK_HIT,SIMILARITY_MODERATE,,bevabesartan,0.0,0.517,1.0,1.0,1.0,0.731,0.173,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
chlorsartan,False,ngram_guided,1,46.12,65.44,moderate,-10.44,4.56,losortan,0.8332,3,TRADEMARK_HIT,SIMILARITY_MODERATE,,chlorsartan,0.0,0.45,0.718,1.0,0.53,0.828,0.187,angiotensin II receptor antagonist,generic,-sartan,roomy,False,,
