candidate_name,accepted,proposer,round,quality_total,composite_risk_score,risk_band,margin_to_review,margin_to_reject,nearest_match,pronounceability,syllables,failure_codes,warning_codes,refined_from,lineage,q_distinctiveness,q_novelty,q_pronounceability,q_seam,q_morpheme_hygiene,q_shape,q_typicality,sweep_target,target_type,target_stem,difficulty,in_shortlist,q_stem_avoidance,q_memorability
agevaptan,True,grammar+refined,1,68.83,62.66,moderate,-7.66,7.34,jevtana,0.6339,4,,SIMILARITY_MODERATE,abavaptan,abavaptan -> akavaptan -> agavaptan -> agevaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,vasopressin receptor antagonist,generic,-vaptan,roomy,True,,
uravaptan,False,grammar+refined,1,68.83,79.73,high,-24.73,-9.73,travatan,0.6757,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,eravaptan,eravaptan -> uravaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
ujavaptan,False,grammar+refined,1,68.83,67.9,moderate,-12.9,2.1,travatan,0.6142,4,TRADEMARK_HIT,SIMILARITY_MODERATE,eravaptan,eravaptan -> uravaptan -> ujavaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
uyavaptan,False,grammar+refined,1,66.25,67.69,moderate,-12.69,2.31,travatan,0.4819,5,TRADEMARK_HIT,SIMILARITY_MODERATE,eravaptan,eravaptan -> uravaptan -> ujavaptan -> uyavaptan,0.0,1.0,0.91,1.0,1.0,0.852,0.0,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
amuvaptan,True,grammar+refined,1,68.83,64.07,moderate,-9.07,5.93,amivantamab,0.6121,4,,SIMILARITY_MODERATE,amivaptan,amivaptan -> amuvaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,vasopressin receptor antagonist,generic,-vaptan,roomy,True,,
ajavaptan,False,grammar+refined,1,68.83,67.9,moderate,-12.9,2.1,travatan,0.6798,4,TRADEMARK_HIT,SIMILARITY_MODERATE,adavaptan,adavaptan -> ajavaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
atavaptan,False,grammar+refined,1,73.38,71.63,high,-16.63,-1.63,travatan,0.6395,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,adavaptan,adavaptan -> ajavaptan -> atavaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.65,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
etavaptan,False,grammar+refined,1,69.41,71.63,high,-16.63,-1.63,travatan,0.6677,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,adavaptan,adavaptan -> ajavaptan -> atavaptan -> etavaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.083,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
epuvaptan,True,grammar+refined,1,68.83,61.53,moderate,-6.53,8.47,captan,0.6012,4,,SIMILARITY_MODERATE,epevaptan,epevaptan -> epuvaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,vasopressin receptor antagonist,generic,-vaptan,roomy,True,,
idevaptan,False,grammar+refined,1,73.39,70.08,high,-15.08,-0.08,zidebactam,0.6351,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,itevaptan,itevaptan -> idevaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.651,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
idovaptan,False,grammar+refined,1,68.95,64.51,moderate,-9.51,5.49,dovato,0.6251,4,TRADEMARK_HIT,SIMILARITY_MODERATE,itevaptan,itevaptan -> idevaptan -> idovaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.018,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
ibovaptan,False,grammar+refined,1,68.86,70.79,high,-15.79,-0.79,obovata,0.6359,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,itevaptan,itevaptan -> idevaptan -> idovaptan -> ibovaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.004,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
upavaptan,False,grammar+refined,1,68.83,70.31,high,-15.31,-0.31,travatan,0.6184,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,udavaptan,udavaptan -> upavaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.0,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
apavaptan,False,grammar+refined,1,73.36,70.31,high,-15.31,-0.31,travatan,0.6583,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,udavaptan,udavaptan -> upavaptan -> apavaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.648,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
azavaptan,False,grammar+refined,1,74.88,68.99,moderate,-13.99,1.01,travatan,0.6338,4,TRADEMARK_HIT,SIMILARITY_MODERATE,udavaptan,udavaptan -> upavaptan -> apavaptan -> azavaptan,0.0,1.0,1.0,1.0,1.0,0.983,0.864,vasopressin receptor antagonist,generic,-vaptan,roomy,False,,
epedipine,False,grammar,1,68.83,72.56,high,-17.56,-2.56,medicine,0.8255,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,epedipine,0.0,1.0,1.0,1.0,1.0,0.983,0.001,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
ziviedipine,False,grammar,1,62.12,62.17,moderate,-7.17,7.83,cimetidine,0.6311,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,ziviedipine,0.0,0.68,1.0,1.0,1.0,0.952,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
gasaldudipine,True,grammar,1,60.67,56.17,moderate,-1.17,13.83,paltusotine,0.6656,5,,SIMILARITY_MODERATE,,gasaldudipine,0.0,0.771,1.0,1.0,1.0,0.624,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
itedipine,False,grammar,1,68.83,71.0,high,-16.0,-1.0,medicine,0.7973,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,itedipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
udadipine,False,grammar,1,68.83,76.19,high,-21.19,-6.19,bamipine,0.6452,4,SIMILARITY_TOO_HIGH,,,udadipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
udidipine,False,grammar,1,67.03,67.36,moderate,-12.36,2.64,didecene,0.6583,4,INTRA_STEM_TOO_CLOSE,SIMILARITY_MODERATE,,udidipine,0.0,1.0,1.0,0.8,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
griozladipine,True,grammar,1,63.41,59.85,moderate,-4.85,10.15,gliocladium,0.6123,5,,SIMILARITY_MODERATE,,griozladipine,0.0,1.0,0.869,1.0,1.0,0.624,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,True,,
eladipine,False,grammar,1,75.14,70.43,high,-15.43,-0.43,cladribine,0.8869,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,eladipine,0.0,1.0,1.0,1.0,1.0,0.983,0.902,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
macladipine,False,grammar,1,61.71,70.25,high,-15.25,-0.25,cladribine,0.8375,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,macladipine,0.0,0.68,0.879,1.0,1.0,0.952,0.183,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
adadipine,False,grammar,1,69.04,76.19,high,-21.19,-6.19,bamipine,0.8431,4,SIMILARITY_TOO_HIGH,,,adadipine,0.0,1.0,1.0,1.0,1.0,0.983,0.03,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
metadipine,False,grammar,1,67.07,73.25,high,-18.25,-3.25,mirtazapine,0.9757,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,metadipine,0.0,0.6,1.0,1.0,1.0,0.998,0.87,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
fiturodipine,True,grammar,1,61.04,64.4,moderate,-9.4,5.6,terodiline,0.7941,5,,SIMILARITY_MODERATE,,fiturodipine,0.0,0.733,1.0,1.0,1.0,0.731,0.009,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
pefmidedipine,True,grammar,1,60.86,58.83,moderate,-3.83,11.17,dexmedetomidine,0.7045,5,,SIMILARITY_MODERATE,,pefmidedipine,0.0,0.771,1.0,1.0,1.0,0.624,0.028,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
cixadipine,False,grammar,1,68.99,66.71,moderate,-11.71,3.29,hexamidine,0.7722,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,cixadipine,0.0,1.0,1.0,1.0,1.0,0.998,0.001,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
dintudipine,True,grammar,1,62.17,60.29,moderate,-5.29,9.71,distigmine,0.6948,4,,SIMILARITY_MODERATE,,dintudipine,0.0,0.68,1.0,1.0,1.0,0.952,0.006,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
gixedipine,False,grammar,1,68.98,69.68,moderate,-14.68,0.32,doxecitine,0.6936,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,gixedipine,0.0,1.0,1.0,1.0,1.0,0.998,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
ritidipine,False,grammar,1,61.46,68.48,moderate,-13.48,1.52,ranitidine,0.8832,4,TRADEMARK_HIT,SIMILARITY_MODERATE,,ritidipine,0.0,0.6,1.0,1.0,1.0,0.998,0.068,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
efeladipine,False,grammar,1,60.81,73.76,high,-18.76,-3.76,felodipine,0.7895,5,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,efeladipine,0.0,0.68,1.0,1.0,1.0,0.821,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
cevodridipine,True,grammar,1,59.19,63.31,moderate,-8.31,6.69,levocarnitine,0.748,5,,SIMILARITY_MODERATE,,cevodridipine,0.0,0.771,0.894,1.0,1.0,0.624,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
pactodipine,False,grammar,1,62.51,71.19,high,-16.19,-1.19,captodiamine,0.8826,4,SIMILARITY_TOO_HIGH,,,pactodipine,0.0,0.68,1.0,1.0,1.0,0.952,0.056,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
amidipine,False,grammar,1,71.27,73.27,high,-18.27,-3.27,medicine,0.9867,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,amidipine,0.0,1.0,1.0,1.0,1.0,0.983,0.349,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
utidipine,False,grammar,1,68.83,68.4,moderate,-13.4,1.6,tilidine,0.8312,4,INTRA_STEM_TOO_CLOSE,SIMILARITY_MODERATE,,utidipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
eradipine,False,grammar,1,71.39,70.23,high,-15.23,-0.23,eradikate,0.9001,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,eradipine,0.0,1.0,1.0,1.0,1.0,0.983,0.367,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
abadipine,False,grammar,1,71.89,82.09,high,-27.09,-12.09,bamipine,0.85,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,abadipine,0.0,1.0,1.0,1.0,1.0,0.983,0.437,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
ropentodipine,True,ngram_guided,1,46.94,69.78,moderate,-14.78,0.22,propentofylline,0.8822,5,,SIMILARITY_MODERATE,,ropentodipine,0.0,0.15,1.0,1.0,0.53,0.624,0.889,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
bicdipine,False,ngram_guided,1,68.82,68.05,moderate,-13.05,1.95,epicriptine,0.6686,3,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,bicdipine,0.0,1.0,1.0,1.0,1.0,0.858,0.177,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
carbidipine,False,ngram_guided,1,52.4,71.32,high,-16.32,-1.32,carbidopa,0.9609,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,,carbidipine,0.0,0.45,1.0,1.0,0.53,0.952,0.342,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
pirlodipine,False,ngram_guided,1,67.82,66.44,moderate,-11.44,3.56,pyrrolidine,0.8547,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,pirlodipine,0.0,0.68,1.0,1.0,1.0,0.952,0.814,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
trandodipine,True,ngram_guided,1,53.86,62.8,moderate,-7.8,7.2,ranitidine,0.9548,4,,SIMILARITY_MODERATE,,trandodipine,0.0,0.3,0.854,1.0,1.0,0.862,0.325,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
spesodipine,False,ngram_guided,1,59.19,64.48,moderate,-9.48,5.52,spermidine,0.8576,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,spesodipine,0.0,0.45,0.879,1.0,1.0,0.952,0.48,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
obelidrdipine,True,ngram_guided,1,54.7,59.29,moderate,-4.29,10.71,heliotropine,0.6517,5,,SIMILARITY_MODERATE,,obelidrdipine,0.0,0.564,0.828,1.0,1.0,0.624,0.083,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
eplicdipine,False,ngram_guided,1,57.15,72.16,high,-17.16,-2.16,epicriptine,0.6451,4,SIMILARITY_TOO_HIGH,,,eplicdipine,0.0,0.45,0.854,1.0,1.0,0.952,0.238,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
bevabedipine,True,ngram_guided,1,57.86,63.72,moderate,-8.72,6.28,sevabertinib,0.7068,5,,SIMILARITY_MODERATE,,bevabedipine,0.0,0.517,1.0,1.0,1.0,0.731,0.173,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
chlordipine,False,ngram_guided,1,46.46,69.55,moderate,-14.55,0.45,chloroxine,0.9812,3,TRADEMARK_HIT,SIMILARITY_MODERATE,,chlordipine,0.0,0.45,0.742,1.0,0.53,0.828,0.187,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
moexiddipine,True,ngram_guided,1,59.74,68.35,moderate,-13.35,1.65,moxidectin,0.6615,5,,SIMILARITY_MODERATE,,moexiddipine,0.0,0.517,1.0,0.75,1.0,0.731,0.764,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
difetdipine,False,ngram_guided,1,63.99,64.42,moderate,-9.42,5.58,nifurpipone,0.6617,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,difetdipine,0.0,0.45,1.0,1.0,1.0,0.952,0.923,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
dicarfildipine,False,ngram_guided,1,50.84,64.87,moderate,-9.87,5.13,ticarcillin,0.8178,5,TRADEMARK_HIT,SIMILARITY_MODERATE,,dicarfildipine,0.0,0.4,0.975,1.0,0.53,0.527,0.919,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
ondadipine,True,ngram_guided,1,62.06,69.09,moderate,-14.09,0.91,bamipine,0.717,4,,SIMILARITY_MODERATE,,ondadipine,0.0,0.6,1.0,1.0,1.0,0.998,0.155,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
sulfadipine,False,ngram_guided,1,55.79,84.58,high,-29.58,-14.58,sulfadiazine,0.9784,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,sulfadipine,0.0,0.45,1.0,1.0,0.53,0.952,0.827,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
pimadalodipine,True,ngram_guided,1,64.4,58.45,moderate,-3.45,11.55,pimagedine,0.7734,6,,SIMILARITY_MODERATE,,pimadalodipine,0.0,0.8,1.0,1.0,1.0,0.309,0.902,dihydropyridine calcium channel blocker,generic,-dipine,roomy,True,,
saprdipine,True,ngram_guided,1,57.07,64.01,moderate,-9.01,5.99,sardine,0.7182,3,,SIMILARITY_MODERATE,,saprdipine,0.0,0.6,0.788,1.0,1.0,0.873,0.045,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
capsaidipine,False,ngram_guided,1,59.79,71.35,high,-16.35,-1.35,capsaisin,0.7879,4,SIMILARITY_TOO_HIGH,,,capsaidipine,0.0,0.3,1.0,1.0,1.0,0.862,0.881,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
fludipine,False,ngram_guided,1,67.01,75.81,high,-20.81,-5.81,flupirtine,0.9404,3,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,fludipine,0.0,1.0,0.854,1.0,1.0,0.858,0.212,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
levobidipine,False,ngram_guided,1,52.73,63.56,moderate,-8.56,6.44,levocarnitine,0.8846,5,INTRA_STEM_TOO_CLOSE,SIMILARITY_MODERATE,,levobidipine,0.0,0.517,1.0,1.0,0.53,0.731,0.515,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
abeparadipine,True,ngram_guided,1,56.53,61.74,moderate,-6.74,8.26,asparagine,0.828,6,,SIMILARITY_MODERATE,,abeparadipine,0.0,0.357,1.0,1.0,1.0,0.406,0.905,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
bicidipine,False,ngram_guided,1,66.1,62.54,moderate,-7.54,7.46,azacitidine,0.9049,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,bicidipine,0.0,0.6,1.0,1.0,1.0,0.998,0.732,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
amitodipine,False,ngram_guided,1,62.93,69.05,moderate,-14.05,0.95,amifostine,0.9089,5,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,amitodipine,0.0,0.45,1.0,1.0,1.0,0.821,0.96,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
eludipine,False,grammar+refined,1,68.85,65.58,moderate,-10.58,4.42,flupirtine,0.798,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,eladipine,eladipine -> eludipine,0.0,1.0,1.0,1.0,1.0,0.983,0.003,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
esudipine,False,grammar+refined,1,68.83,65.88,moderate,-10.88,4.12,evodiamine,0.814,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,eladipine,eladipine -> eludipine -> esudipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
efudipine,False,grammar+refined,1,68.83,65.86,moderate,-10.86,4.14,efodine,0.6637,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,eladipine,eladipine -> eludipine -> esudipine -> efudipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
abodipine,False,grammar+refined,1,68.85,70.41,high,-15.41,-0.41,bamipine,0.7845,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,abadipine,abadipine -> abodipine,0.0,1.0,1.0,1.0,1.0,0.983,0.003,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
awodipine,False,grammar+refined,1,68.83,65.59,moderate,-10.59,4.41,dodicin,0.607,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,abadipine,abadipine -> abodipine -> awodipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
amodipine,False,grammar+refined,1,71.93,74.17,high,-19.17,-4.17,famotidine,0.9179,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,abadipine,abadipine -> abodipine -> awodipine -> amodipine,0.0,1.0,1.0,1.0,1.0,0.983,0.443,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
erodipine,False,grammar+refined,1,68.91,74.85,high,-19.85,-4.85,terodiline,0.8777,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,eradipine,eradipine -> erodipine,0.0,1.0,1.0,1.0,1.0,0.983,0.012,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
emodipine,False,grammar+refined,1,68.91,73.33,high,-18.33,-3.33,medicine,0.8948,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,eradipine,eradipine -> erodipine -> emodipine,0.0,1.0,1.0,1.0,1.0,0.983,0.012,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
amudipine,False,grammar+refined,1,68.83,70.08,high,-15.08,-0.08,medicine,0.7935,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,amidipine,amidipine -> amudipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
amedipine,False,grammar+refined,1,68.85,82.09,high,-27.09,-12.09,medicine,0.9055,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,amidipine,amidipine -> amudipine -> amedipine,0.0,1.0,1.0,1.0,1.0,0.983,0.003,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
ajadipine,False,grammar+refined,1,68.83,73.85,high,-18.85,-3.85,bamipine,0.8214,4,SIMILARITY_TOO_HIGH,,adadipine,adadipine -> ajadipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
ejadipine,False,grammar+refined,1,68.83,73.85,high,-18.85,-3.85,bamipine,0.7399,4,SIMILARITY_TOO_HIGH,,adadipine,adadipine -> ajadipine -> ejadipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
ujadipine,False,grammar+refined,1,68.83,73.85,high,-18.85,-3.85,bamipine,0.6632,4,SIMILARITY_TOO_HIGH,,adadipine,adadipine -> ajadipine -> ejadipine -> ujadipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
caxadipine,True,grammar+refined,1,69.0,66.71,moderate,-11.71,3.29,hexamidine,0.7179,4,,SIMILARITY_MODERATE,cixadipine,cixadipine -> caxadipine,0.0,1.0,1.0,1.0,1.0,0.998,0.003,dihydropyridine calcium channel blocker,generic,-dipine,roomy,True,,
gaxedipine,False,grammar+refined,1,68.98,69.49,moderate,-14.49,0.51,doxecitine,0.707,4,TRADEMARK_HIT,SIMILARITY_MODERATE,gixedipine,gixedipine -> gaxedipine,0.0,1.0,1.0,1.0,1.0,0.998,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
guxedipine,False,grammar+refined,1,68.98,71.3,high,-16.3,-1.3,doxecitine,0.69,4,SIMILARITY_TOO_HIGH|TRADEMARK_HIT,,gixedipine,gixedipine -> gaxedipine -> guxedipine,0.0,1.0,1.0,1.0,1.0,0.998,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
ezedipine,False,grammar+refined,1,68.83,71.0,high,-16.0,-1.0,medicine,0.7972,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,epedipine,epedipine -> ezedipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
esedipine,False,grammar+refined,1,68.83,72.92,high,-17.92,-2.92,asenapine,0.7934,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,epedipine,epedipine -> ezedipine -> esedipine,0.0,1.0,1.0,1.0,1.0,0.983,0.001,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
balodipine,False,grammar,2,65.44,69.64,moderate,-14.64,0.36,bamipine,0.8805,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,balodipine,0.0,0.6,1.0,1.0,1.0,0.998,0.637,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
mazusodipine,True,grammar,2,66.31,57.57,moderate,-2.57,12.43,zotepine,0.68,5,,SIMILARITY_MODERATE,,mazusodipine,0.0,1.0,1.0,1.0,1.0,0.731,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,True,,
orgududipine,True,grammar,2,68.69,52.52,low,2.48,17.48,guanidine,0.6011,5,,,,orgududipine,0.099,1.0,1.0,1.0,1.0,0.731,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,True,,
axodadipine,True,grammar,2,67.21,62.07,moderate,-7.07,7.93,bamipine,0.701,5,,SIMILARITY_MODERATE,,axodadipine,0.0,1.0,1.0,1.0,1.0,0.821,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,True,,
imedipine,False,grammar,2,72.5,82.09,high,-27.09,-12.09,medicine,0.908,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,imedipine,0.0,1.0,1.0,1.0,1.0,0.983,0.524,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
litidipine,False,grammar,2,60.99,67.94,moderate,-12.94,2.06,lidamidine,0.9024,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,litidipine,0.0,0.6,1.0,1.0,1.0,0.998,0.001,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
piladipine,False,grammar,2,69.05,69.21,moderate,-14.21,0.79,tizanidine,0.884,4,INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,SIMILARITY_MODERATE,,piladipine,0.0,1.0,1.0,1.0,1.0,0.998,0.01,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
cibudipine,False,grammar,2,69.06,66.23,moderate,-11.23,3.77,cimetidine,0.7431,4,INTRA_STEM_TOO_CLOSE,SIMILARITY_MODERATE,,cibudipine,0.0,1.0,1.0,1.0,1.0,0.998,0.012,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
umudipine,False,grammar,2,68.83,70.08,high,-15.08,-0.08,medicine,0.6738,4,SIMILARITY_TOO_HIGH|INTRA_STEM_TOO_CLOSE|TRADEMARK_HIT,,,umudipine,0.0,1.0,1.0,1.0,1.0,0.983,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,False,,
ogvidipine,True,grammar,2,68.98,62.43,moderate,-7.43,7.57,glymidine,0.6122,4,,SIMILARITY_MODERATE,,ogvidipine,0.0,1.0,1.0,1.0,1.0,0.998,0.0,dihydropyridine calcium channel blocker,generic,-dipine,roomy,True,,
