generic_name_raw,brand_name_raw,product_type,route,source
alcohol,Smart Care Hand Sanitizer Crayola,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Anemone pulsatilla, Phosphorus, SILICON DIOXIDE, NITRIC ACID, ARSENIC TRIOXIDE, TOXICODENDRON PUBESCENS WHOLE, and BOS TAURUS HYPOTHALAMUS",N-23,HUMAN OTC DRUG,SUBLINGUAL,openFDA:ndc
OCTINOXATE and TITANIUM DIOXIDE,cle de peau BEAUTE THE FOUNDATION N M B30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Zoster Vaccine Recombinant, Adjuvanted",Shingrix,VACCINE,,openFDA:ndc
ORIGANUM MAJORANA,Origanum marjorana,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
"HUMAN SPUTUM, BORDETELLA PERTUSSIS INFECTED",Pertussinum,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Anorectal Lidocaine,Family Wellness Anorectal Lidocaine,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"gonadotrophin, chorionic",Novarel,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
"Arsenicum alb., Bryonia, Cantharis, Chelidonium majus, Cistus canadensis, Conium, Croton, Dulcamara, Graphites, Kali bic., Lycopodium, Mezereum, Nux vom., Petroleum, Pulsatilla, Ranunc. bulb., Rhus toxicodendron, Sarsaparilla, Sepia, Sulphur, Thuja occ., Echinacea, Hypericum",Cold Sores,HUMAN OTC DRUG,ORAL,openFDA:ndc
ALCOHOL,Zany Antiseptic Gel,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Diphenhydramine Hydrochloride,dg health allergy childrens,HUMAN OTC DRUG,ORAL,openFDA:ndc
Salicylic Acid,Premier Solutions Wart Removers,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Zylast Hand Wipes,Antiseptic Wipes,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Ulmus procera,Bach Original Flower Remedies Elm,HUMAN OTC DRUG,ORAL,openFDA:ndc
glo SKIN BEAUTY Spot Treat Concealer,glo SKIN BEAUTY Spot Treat Concealer,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
OCTINOXATE,SHISEIDO REVITALESSENCE SKIN GLOW FOUNDATION 240,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Dextromethorphan HBr, Guaifenesin, Phenylephrine HCL",Rompe Pecho CF,HUMAN OTC DRUG,ORAL,openFDA:ndc
"SULFACETAMIDE SODIUM, SULFUR",Sodium Sulfacetamide 8% and Sulfur 4% Cleanser,HUMAN PRESCRIPTION DRUG,TOPICAL,openFDA:ndc
Glycerin,Stratuscare Adult Glycerin,HUMAN OTC DRUG,RECTAL,openFDA:ndc
Lidocaine HCl,Lidogel,HUMAN PRESCRIPTION DRUG,TOPICAL,openFDA:ndc
Ofloxacin,Ofloxacin ophthalmic,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,openFDA:ndc
"PICEA MARIANA RESIN, ACTIVATED CHARCOAL, STRYCHNOS NUX-VOMICA SEED, ROBINIA PSEUDOACACIA BARK",Acidil,HUMAN OTC DRUG,ORAL,openFDA:ndc
"ACTIVATED CHARCOAL, COPPER, CITRULLUS COLOCYNTHIS FRUIT",ColicComfort,HUMAN OTC DRUG,ORAL,openFDA:ndc
FRANKINCENSE,Theraworx Relief Joint Discomfort and Inflammation,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
lunsotogene parvec-cwha,OTARMENI,HUMAN PRESCRIPTION DRUG,INTRACOCHLEAR,openFDA:ndc
"OCTISALATE, TITANIUM DIOXIDE","Dior Forever Skin Glow Flawless Radiant Skin True Foundation SPF 25 2,5W Warm",HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Ipratropium Bromide,Ipratropium Bromide,HUMAN PRESCRIPTION DRUG,RESPIRATORY (INHALATION),openFDA:ndc
"dextromethorphan HBr, guaifenesin",Robitussin Honey Maximum Strength Cough and Chest Congestion DM,HUMAN OTC DRUG,ORAL,openFDA:ndc
PARALITHODES CAMTSCHATICUS,CRAB,NON-STANDARDIZED ALLERGENIC,PERCUTANEOUS,openFDA:ndc
Adjustment Disorders Formula,Adjustment Disorders Formula 2097,HUMAN OTC DRUG,ORAL,openFDA:ndc
Bayberry Wax Myrtle,MORELLA CERIFERA POLLEN,NON-STANDARDIZED ALLERGENIC,PERCUTANEOUS,openFDA:ndc
"Dextromethorphan HBr,Guaifenesin,Pseudoephedrine HCl",ACTINEL,HUMAN OTC DRUG,ORAL,openFDA:ndc
"DROSERA, ARNICA MONTANA, BRYONIA, CETRARIA ISLANDICA, COCCUS CACTI, CORALLIUM RUBRUM, STANNUM METALLICUM, CAMOMILLA, COFFEA CRUDEA",Real Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
Advanced Sport Defense 72H Antiperspirant Deodorant,Degree,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Snickerdoodle Antiperspirant Deodorant,Dove,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Miconazole Nitrate,Monistat 3 Combination Pack,HUMAN OTC DRUG,,openFDA:ndc
PHENAZOPYRIDINE HYDROCHLORIDE,Quality Choice Urinary Pain Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
Calcium Carbonate,Best Choice Assorted Fruit,HUMAN OTC DRUG,ORAL,openFDA:ndc
Diphenhydramine HCl,Allergy Medicine,HUMAN OTC DRUG,ORAL,openFDA:ndc
SALICYLIC ACID,ALMAY CLEAR COMPLEXION MAKEUP FOUNDATION Ivory,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Advanced Care Dry Spray Passion Fruit and Lemongrass 48h Antiperspirant Deodorant,Dove,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Phenol,Sore Throat Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Octinoxate, Octocrylene, Titanium Dioxide",AGE20S SIGNATURE ESSENCE PACT INTENSE COVER 21W,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Anas barbariae, hepatis et cordis extractum, Influenzinum",OHM FLU,HUMAN OTC DRUG,ORAL,openFDA:ndc
TRANEXAMIC ACID,Tranexamic Acid in Sodium Chloride,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,openFDA:ndc
Calcium Carbonate 750 mg,"Extra Strength Antacid Tablets, Caseys 4good",HUMAN OTC DRUG,ORAL,openFDA:ndc
Benzalkonium Chloride,Zep FS Antimicrobial Hand Cleaner,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"famotidine, calcium carbonate and magnesium hydroxide",Acid Reducer Complete,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Calcium carbonate ,Magnesium hydroxide,Simethicone",Premier Value Multi Symptom Antacid Berry Flavor,HUMAN OTC DRUG,ORAL,openFDA:ndc
Diphenhydramine HCL,Diphenhydramine HCL,HUMAN OTC DRUG,ORAL,openFDA:ndc
Aspirin,Aspirin 81mg Enteric coated Low Strength Aspirin Regimen,HUMAN OTC DRUG,ORAL,openFDA:ndc
Oxymethazoline HCL,Oxymethazoline HCL,HUMAN OTC DRUG,NASAL,openFDA:ndc
Isopropyl Alcohol,Walgreens Swimmers Ear,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Sun Bum 15 Premium Sunscreen Browning,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Capsaicin 0.1%,Heat Pain Relief,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Levetiracetam in Sodium Chloride,Levetiracetam,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,openFDA:ndc
Ethyl Alcohol,Smart Care ROSEBUD HAND SANITIZER,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Aluminum Zirconium Pentachlorohydrex Gly,Old Spice Pure Sport High Endurance,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Dextromethorphan Hydrobromide, Doxylamine succinate and Phenylephrine Hydrochloride",Vicks NyQuil Cough DM plus Congestion,HUMAN OTC DRUG,ORAL,openFDA:ndc
MENTHOL,ABSORBINE JR,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Caffeine,Caffeine,HUMAN OTC DRUG,ORAL,openFDA:ndc
Octinoxate and Octisalate,Neutrogena Healthy Skin Anti-Aging Perfector Sunscreen Broad Spectrum SPF 20 Medium to Deep 60,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Titanium Dioxide, Zinc Oxide","Neutrogena Healthy Skin Radiant Tinted Moisturizer Sunscreen Broad Spectrum SPF 25, Sheer Ivory 10",HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"ACETAMINOPHEN, GUAIFENESIN, and PHENYLEPHRINE HYDROCHLORIDE",Sinus Relief Severe Congestion and Pain,HUMAN OTC DRUG,ORAL,openFDA:ndc
BENZOCAINE,BODY ACTION PRODUCTS Endless Love for Men,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Adrenalinum, Argentum Nitricum, Berberis Vulgaris, Natrum Muriaticum, Oleum Morrhuae, Petroleum, Vanadium",Adrenal Support,HUMAN OTC DRUG,ORAL,openFDA:ndc
Olopatadine Hydrochloride Ophthalmic,Eye Allergy Itch Relief Once Daily Relief,HUMAN OTC DRUG,OPHTHALMIC,openFDA:ndc
SODIUM MONOFLUOROPHOSPHATE,Charm Tex FLUORIDE,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Redicare Antacid Mint Flavored,Redicare Antacid Mint Flavored,HUMAN OTC DRUG,ORAL,openFDA:ndc
Ciprofloxacin Tablets,Ciprofloxacin,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Valproic Acid,Valproic,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
GUAIFENESIN and PHENYLEPHRINE,ED BRON GP,HUMAN OTC DRUG,ORAL,openFDA:ndc
Trientine hydrochloride,Trientine hydrochloride,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Calcium carbonate,Basic Care Berry Antacid HBG,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Avobenzone, Homosalate, Octisalate",Sport Sunscreen SPF 50,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Avobenzone, Homosalate, Octisalate, Octocrylene",Mango Bay SPF 50,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Lidocaine 4%, Phenylephrine Hydrochloride 0.25%",Warrior Rectal Care,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Saline,NebuClear MD,HUMAN OTC DRUG,RESPIRATORY (INHALATION),openFDA:ndc
Famotidine 20mg,Welmate Famotidine 20mg,HUMAN OTC DRUG,ORAL,openFDA:ndc
"chlorpheniramine maleate, ibuprofen, phenylephrine HCl",Advil Multi-Symptom Cold and Flu,HUMAN OTC DRUG,ORAL,openFDA:ndc
white petrolatum,Chapstick Holiday Classics Kit,HUMAN OTC DRUG,,openFDA:ndc
"glycerin, petrolatum, phenylephrine HCl, pramoxine HCl",PREPARATION H Maximum Strength,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
ZINC OXIDE,NAELI TINT Tinted Mineral Moisturizer SPF 50,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
ALCOHOL,Signature Care Advanced Hand Sanitizer,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",StriVectin multi-action Super-C SPF 30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Acetaminophen, Dextromethorphan HBr, Phenylephrine HCl",Day-Time Cold/Flu Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
Simethicone,Gas-X Extra Strength Softgels,HUMAN OTC DRUG,ORAL,openFDA:ndc
Alvimopan,Alvimopan,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
DULCAMARA,DULCAMARA 30C,HUMAN OTC DRUG,SUBLINGUAL,openFDA:ndc
Alcohol,Adventure Hand Sanitizer - Fragrance 80%,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Dronabinol,SYNDROS,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Menthol,Meijer Severe Menthol Throat Drops,HUMAN OTC DRUG,ORAL,openFDA:ndc
carboxymethylcellulose sodium,Rain Renewal Eye Drops,HUMAN OTC DRUG,OPHTHALMIC,openFDA:ndc
Benzalkonium chloride,Moisturizing Antibacterial,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Allantoin,Drs. pharmacy Scar Cream,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
ALCOHOL,b.pure Hand Sanitizer Lemon Scented,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Minoxidil,HAIRFX HAIR GROWTH FOAM,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"adenosine, niacinamide",DERMAHAN V10 WHITENING TONE UpCREAM,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
palbociclib,Ibrance,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
"Baptisia TincD4, EchinaceaD3, EuphorbiumD6, Galium AparD12, Rumex C.D3, SarsaprillaD6,SulphurD6",Bestmade Natural Products BM20,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Echinacea, Iris vers., Thuja occ, Viola tricolor",BM BM112 DROPS,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Ferr Phos, Kali Mur, Nat Mur, Kali Sulph",Bestmade Natural Products BIO5,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Avena Sativa, Humulus Lupulus, Passiflora Incarnata, Valeriana Officinalis, Ignatia Amara, Scutellaria Lateriflora, Zincum Metallicum",Neuro Calming Formula,HUMAN OTC DRUG,ORAL,openFDA:ndc
"METHYL SALICYLATE, MENTHOL, CAPSAICIN",OPRAVA,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Zinc Oxide,Iris and Romeo Weekend Skin Moisture Lip Balm - Camellia,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"CAMPHOR, METHYL SALICYLATE, MENTHOL",Pain Relief Patch,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Colloidal Oatmeal,The Zoeun Skin Sturgeon Body Wash,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Isopropyl Alcohol,Ultra Prep Alcohol Prep Pads,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"CAMPHOR, CAPSICUM OLEORESIN, METHYL SALICYLATE",Nova Natura Topical Analgesic,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Aluminum sesquichlorohydrate,Secret Clinical Dry Light and Fresh,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Sodium Fluoride,Crest Plus Scope plus Whitening with Mouthwash,HUMAN OTC DRUG,DENTAL,openFDA:ndc
spinosad,Spinosad,HUMAN PRESCRIPTION DRUG,TOPICAL,openFDA:ndc
Zinc Oxide,Alleyoop Sun Serum Lip Oil - Daylight,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"TOLNAFTATE, UNDECYLENIC ACID",Fungal Nail Patches,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
TITANIUM DIOXIDE,HANCHOBIT Matte Sun Stick,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Homosalate, Octinoxate, Zinc Oxide",burnd,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Estradiol,Estradiol Transdermal System,HUMAN PRESCRIPTION DRUG,TRANSDERMAL,openFDA:ndc
ramucirumab,,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
Dextroamphetamine Saccharate,,BULK INGREDIENT,,openFDA:ndc
"Titanium Dioxide, Zinc Oxide",Tinted Matte Defense Sunscreen Primer,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Smelling Salts,UpSniff Smelling Salts,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Titanium Dioxide, Zinc Oxide",Tinted Lip Sunscreen,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Lithium Chloride,BM Lithium chloride (Lith Mur),HUMAN OTC DRUG,ORAL,openFDA:ndc
Omeprazole 20 mg,24 HOUR Omeprazole,HUMAN OTC DRUG,ORAL,openFDA:ndc
alcohol,VQ Hydrating Hand Sanitizer Spiced Pumpkin,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
naratriptan,naratriptan,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Tolnaftate 1%,Anytalk FUNGAL NAIL TREATMENT,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Zinc Oxide,BEVERLY HILLS MD SHEER RADIANCE SPF DROPS SUNSCREEN,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Skin Protectant,PrevaDRM Vitamin Repair,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
TITANIUM DIOXIDE and ZINC OXIDE,bareMinerals Prime Time BB Primer-Cream Broad Spectrum SPF 30 Medium,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Olopatadine Hydrochloride Ophthalmic,,BULK INGREDIENT,,openFDA:ndc
"Human Papilloma Nosode, DNA",,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
Megestrol Acetate,Megestrol Acetate,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Risankizumbab,,BULK INGREDIENT,,openFDA:ndc
OXANTEL PAMOATE,,BULK INGREDIENT,,openFDA:ndc
Thebaine Crude,,BULK INGREDIENT,,openFDA:ndc
Clioquinol,,BULK INGREDIENT,,openFDA:ndc
Naltrexone Base,,BULK INGREDIENT,,openFDA:ndc
L-Menthol Pharma,,BULK INGREDIENT,,openFDA:ndc
Ranitidine Hydrochloride Form II,,BULK INGREDIENT,,openFDA:ndc
Scopolamine,,BULK INGREDIENT,,openFDA:ndc
"Avobenzone, Homosalate, Octinoxate, Oxybenzone",Avon Anew Ultimate Day Multi-Performance-Cream SPF 25 Sunscreen,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Paltusotine.HCl SDD,,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
"ZINC OXIDE, TITANIUM DIOXIDE",Artistry Skin Nutrition Multi-Defense UV Protect,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Cefotetan Disodium,,BULK INGREDIENT,,openFDA:ndc
Desonide Micronized,,BULK INGREDIENT,,openFDA:ndc
Nutritional Supplement,,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
Everolimus Premix 2 %,,BULK INGREDIENT,,openFDA:ndc
Calcium Carbonate,,BULK INGREDIENT,,openFDA:ndc
Donepezil Hydrochloride Monohydrate,,BULK INGREDIENT,,openFDA:ndc
DILTIAZEM,,BULK INGREDIENT,,openFDA:ndc
ETODOLAC,,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
Betaxolol Hydrochloride,,BULK INGREDIENT,,openFDA:ndc
aflibercept,,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
OMADACYCLINE TOSYLATE,,BULK INGREDIENT,,openFDA:ndc
Valacyclovir Hydrochloride,,BULK INGREDIENT,,openFDA:ndc
ZINC OXIDE,HELLO SUNDAY THE MINERAL LIP ONE NOURISHING LIP TINT SPF 45 BERRY BALMY,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Zoledronic Acid,,BULK INGREDIENT,,openFDA:ndc
Zinc Oxide,First Aid Beauty FAB Ultra Light Mineral Sunscreen Broad Spectrum SPF 30,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Delphinium staphisagria,,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
CLOBETASOSL PROPIONATE,,BULK INGREDIENT,,openFDA:ndc
emtricitabine and tenofovir disoproxil fumarate,,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
ceritinib,,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
ROSIGLITAZONE MALEATE,,BULK INGREDIENT,,openFDA:ndc
LUSPATERCEPT,,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
Cobicistat on Silicon Dioxide,,BULK INGREDIENT,,openFDA:ndc
"Acetaminophen, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride",,DRUG FOR FURTHER PROCESSING,,openFDA:ndc
"S-8-Ethyl-8-hydroxy-2,3,5,8-tetrahydro-6-oxa-3-aza-cyclopenta naphthalene-1,4,7-trione",,BULK INGREDIENT,,openFDA:ndc
Miconazole nitrate,Lotrimin AF,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
18O Water 98 %,,BULK INGREDIENT,,openFDA:ndc
oxcarbazepine,Trileptal,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Thymol,,BULK INGREDIENT,,openFDA:ndc
Norgestrel and Ethinyl Estradiol,Elinest,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
Desogestrel and Ethinyl Estradiol,Reclipsen 28 Day,HUMAN PRESCRIPTION DRUG,,openFDA:ndc
Ipamorelin,,BULK INGREDIENT,,openFDA:ndc
Olsalazine Sodium,,BULK INGREDIENT,,openFDA:ndc
Chlorhexidine Gluconate 4%,Antiseptic Solution,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Vitamin C,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Biotin,Pantothenic Acid,Magnesium,Zinc,Sodium,Potassium,Bovine Collagen Peptides",JBA Collagen-Electrolyte Mocktail,HUMAN OTC DRUG,ORAL,openFDA:ndc
"OCTINOXATE, ZINC OXIDE",CYZONE CY PLAY CREAMY LIP BALM HIDRATANTE EN BARRA PARA LABIOS 24H FPS 12 CHERRY CREAMY,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
HEPAR SULPH,HEPAR SULPH,HUMAN OTC DRUG,ORAL,openFDA:ndc
Duloxetine Hydrochloride,Duloxetine,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
SODIUM FLUORIDE,KOLORZ SIXTY SECOND FLUORIDE FOAM BLUE RASPBERRY,HUMAN PRESCRIPTION DRUG,DENTAL,openFDA:ndc
Apomorphine hydrochloride,ONAPGO,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,openFDA:ndc
Doxazosin Mesylate,Doxazosin Mesylate,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Hydrocortisone,signature care Hydrocortisone,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Mineral oil, Petrolatum, and Phenylephrine HCI",Signature Care Hemorrhoidal,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Aspergillus niger,Aspergillus niger,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Trichoderma harzianum,Trichoderma harzianum,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Rumex acetosella,Sheep Red Sorrel,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Eupatorium capillifolium,Dog Fennel,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Homarus americanus,Maine Lobster,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
Acer saccharum and Acer negundo,Maple-Box Elder Pollen Mix,NON-STANDARDIZED ALLERGENIC,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",openFDA:ndc
"telmisartan, amlodipine and indapamide",WIDAPLIK,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Scrophularia Nodosa,Scrophularia Nodosa,HUMAN OTC DRUG,ORAL,openFDA:ndc
Ginkgo Biloba,Ginkgo Biloba,HUMAN OTC DRUG,ORAL,openFDA:ndc
Carbamazepine,EQUETRO,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Teriflunomide,Teriflunomide,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
NYSTATIN,Nystatin Oral Suspension,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Coffea Tosta,Coffea Tosta,HUMAN OTC DRUG,ORAL,openFDA:ndc
LIPFENDRA,LIPFENDRA,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
Calcium Carbonate,Publix Extra Strength Assorted Berry,HUMAN OTC DRUG,ORAL,openFDA:ndc
Hyoscyamus Niger,Hyoscyamus Niger,HUMAN OTC DRUG,ORAL,openFDA:ndc
Sarsaparilla,Sarsaparilla,HUMAN OTC DRUG,ORAL,openFDA:ndc
Ruthenium Bromatum,Ruthenium Bromatum,HUMAN OTC DRUG,ORAL,openFDA:ndc
Strontium Metallicum,Strontium Metallicum,HUMAN OTC DRUG,ORAL,openFDA:ndc
Lithium Iodatum,Lithium Iodatum,HUMAN OTC DRUG,ORAL,openFDA:ndc
Petroleum Etherum,Petroleum Etherum,HUMAN OTC DRUG,ORAL,openFDA:ndc
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",HEB SPF 50 Pomegranate Continuous,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Glutamine,Endari,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
neostigmine methylsulfate and glycopyrrolate,PREVDUO,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,openFDA:ndc
LEVOLEUCOVORIN,LEVOLEUCOVORIN,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,openFDA:ndc
"Arsenicum Album, Calcarea Carbonica, Carduus Marianus, Ceanothus Americanus, Cinchona Officinalis, Digitalis Purpurea, Ignatia Amara, Kali Bichromicum, Lycopodium Clavatum, Phosphorus, Plumbum Metallicum, Pulsatilla (Pratensis), Ranunculus Bulbosus, Veratrum Viride",Stomach Spleen Meridian Opener,HUMAN OTC DRUG,ORAL,openFDA:ndc
TRADIPITANT,NEREUS,HUMAN PRESCRIPTION DRUG,ORAL,openFDA:ndc
ETHYL ALCOHOL,COTTON ON FOUNDATION Coastal Hand Sanitizer,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
"Estradiol,",ESTROGEN PHENOLIC,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Adrenalinum, Agnus Castus, Aloe, Ambra Grisea, Aurum Muriaticum Natronatum, Baryta Carbonica, Calcarea Iodata, Candida Albicans, Cerebrum Suis, Cinchona Officinalis, Digitalis Purpurea, Hypothalamus Suis, Ignatia Amara, Lac Defloratum, Lycopodium Clavatum, Natrum Muriaticum, Rhus Glabra, Saccharum Officinale, Serotonin (Hydrochloride), Staphysagria, Thuja Occidentalis",Shame,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Cimicifuga Racemosa, Fucus Vesiculosus, Glycyrrhiza Glabra, Xanthoxylum Fraxineum, Adrenalinum, Cerebrum Suis, Hypophysis Suis, Hypothalamus (Suis), Oophorinum (Suis), Pineal (Suis), Thyroidinum (Suis), Pulsatilla (Vulgaris), Sepia",Endoplex F,HUMAN OTC DRUG,ORAL,openFDA:ndc
"Aesculus Hippocastanum, Calcarea Fluorica, Carbo Vegetabilis, Carduus Marianus, Hamamelis Virginiana, Lachesis Mutus, Lycopodium Clavatum, Paeonia Officinalis, Pulsatilla (Pratensis), Secale Cornutum, Sepia, Staphysagria, Zincum Metallicum",Varico HP,HUMAN OTC DRUG,ORAL,openFDA:ndc
Loratadine,Loratadine antihistamine,HUMAN OTC DRUG,ORAL,openFDA:ndc
Diphenhydramine HCl,Nighttime Sleep-Aid,HUMAN OTC DRUG,ORAL,openFDA:ndc
Ethyl Alcohol,Facilipro,HUMAN OTC DRUG,TOPICAL,openFDA:ndc
Loratadine,Medi First Plus Allergy Relief,HUMAN OTC DRUG,ORAL,openFDA:ndc
Silicea Belladonna,Silicea Belladonna,HUMAN OTC DRUG,ORAL,openFDA:ndc
